judul,asal,person,sentence
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,"Tak ada hentinya Batin Lagoi merasa beryukur atas kehadiran Putri Pandan Berduri, Jenang Perkasa, dan cucu-cucunya"
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"Alkisah, pada zaman dahulu, hiduplah seorang pria bernama La Tongko-Tongko bersama ibunya di sebuah desa yang kecil"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Pada suatu hari, usai menyaksikan pesta pernikahan di desanya, pria yang akrab disapa Tongko ini mengatakan pada ibunya kalau ia ingin menikah"
La Tongko Tongko,Sulawesi Selatan,Ibu,"“Ibu, rasanya aku ingin menikah"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Mendengar jawabannya ibunya, Tongko langsung pergi berjalan-jalan"
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,Ia pikir La Tongko-Tongko tengah mengejeknya
La Tongko Tongko,Sulawesi Selatan,Tongko,Gadis itu lalu melemparkan kentang tepat pada wajah Tongko
La Tongko Tongko,Sulawesi Selatan,Ibu,"“Ibu, aku tadi meminta seorang gadis untuk menjadi istriku, tapi kenapa dia malah melempariku dengan kentang?” ucapnya bodoh"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Setelah mendengar penjelasan ibunya, Tongko kembali berkeliling ke sekitar desa"
La Tongko Tongko,Sulawesi Selatan,Tongko,"“Kalau begitu, maukah kau mencintaiku? Karena aku mencintaimu,” ucap Tongko dengan bodohnya"
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"“Kalau kau mencintaiku juga, menikahlah denganku,” ucap La Tongko-Tongko"
La Tongko Tongko,Sulawesi Selatan,Tongko,Ia lalu melempar beberapa kayu ke arah Tongko
La Tongko Tongko,Sulawesi Selatan,Ibu,“Ibu! Cara yang ibu sampaikan salah lagi
La Tongko Tongko,Sulawesi Selatan,Sang,Sang ibu hanya bisa menggeleng-nggelengkan kepala melihat kelakuan anaknya yang sangat bodoh itu
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"Lagi-lagi, La Tongko-Tongko langsung keluar rumah usai mendengar penjelasan ibunya"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Ternyata, dua wanita yang sebelumnya ingin ia nikahi telah bercerita kepada para warga bahwa Tongko adalah pria aneh"
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"Tiba-tiba, La Tongko-Tongko telah masuk ke sebuah hutan"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Gadis itu ternyata telah meninggal, tapi Tongko tak menyadarinya"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Namun, Tongko malah berpikir kalau gadis itu butuh waktu untuk menjawab pertanyaannya"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Tak berselang lama, Tongko mengulang pertanyaannya lagi, “Hai gadis cantik, apakah kau sudah menentukan jawabanmu? Jadi, kau cinta padaku tidak? Kalau cinta, ayo kita menikah saja,” ucapnya"
La Tongko Tongko,Sulawesi Selatan,Tongko,Gadis itu tentunya tak akan bisa menjawab pertanyaan dari Tongko
La Tongko Tongko,Sulawesi Selatan,Tongko,"Karena gadis itu tak berkata apa-apa dan tak bergerak sama sekali, Tongko langsung menggendongnya dan membawanya pulang"
La Tongko Tongko,Sulawesi Selatan,Ibu,"Ia lalu berteriak heboh, “Ibu! Ibu! Kemarilah! Aku telah menemukan seorang istri yang teramat cantik,” ucapnya"
La Tongko Tongko,Sulawesi Selatan,Sang,"Sang ibu yang penasaran, langsung masuk ke kamar anaknya"
La Tongko Tongko,Sulawesi Selatan,Tongko,"“Tongko! Kenapa kau membawa mayat ke rumah kita! Keterlaluan sekali kau, Nak!” teriak sang ibu"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Dia ini pemalu, Bu!” ucap Tongko meyakinkan ibunya"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Dengan berat hati, Tongko pergi ke belakang rumah untuk menggali tanah kubur gadis itu"
La Tongko Tongko,Sulawesi Selatan,Tongko,"Di sebelah makam gadis tadi, Tongko menggali tanah lagi"
La Tongko Tongko,Sulawesi Selatan,Tongko,"“Aku sudah meninggal, Bu,” ucap Tongko"
La Tongko Tongko,Sulawesi Selatan,Ibu,"Ibu bilang tadi gadis yang aku bawa sudah meninggal karena bau busuk,” ucap pria bodoh itu"
La Tongko Tongko,Sulawesi Selatan,Ibu,Ibunya menganga mendengar ucapan sang anak
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"Setelah beberapa jam menguburkan badannya, La Tongko-Tongko tak tahan lagi"
La Tongko Tongko,Sulawesi Selatan,Sang,Sang ibu pun hanya bisa geleng-geleng kepala melihat anaknya yang sudah kotor karena tanah
La Tongko Tongko,Sulawesi Selatan,La Tongko-Tongko,"Itu tandanya, aku sudah tak lagi menjadi orang mati,” ucap La Tongko-Tongko"
Sawerigading,Sulawesi Selatan,La Togeq Langiq,"Alkisah pada zaman dahulu kala, di daerah Luwu, Sulawesi Selatan hiduplah seorang raja bernama La Togeq Langiq"
Sawerigading,Sulawesi Selatan,Batara Lattu’,Ia juga dikenal dengan panggilan Batara Lattu’
Sawerigading,Sulawesi Selatan,Raja,Raja tersebut memiliki dua istri
Sawerigading,Sulawesi Selatan,We Opu Sengngeng,"Salah satu istrinya merupakan manusia biasa bernama We Opu Sengngeng, sementara yang satunya berasal dari bangsa jin"
Sawerigading,Sulawesi Selatan,We Opu Sengngeng,"Dari pernikahannya bersama We Opu Sengngeng, Batara Lattu’ dianugerahi sepasang anak kembar emas, seorang anak laki-laki yang diberi nama Sawerigading dan anak perempuan bernama We Tenriabeng"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Setelah kedua buah hati itu lahir, ayah dari Batara Lattu’ yang bernama Batara Guru meramalkan kalau Sawerigading dan We Tenriabeng kelak akan jatuh cinta dan menikah"
Sawerigading,Sulawesi Selatan,We Tenriabeng,We Tenriabeng disembunyikan dan dirawat di dalam loteng istana sejak masih bayi
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Sawerigading menjadi pemuda yang gagah dan tampan, sementara We Tenriabeng tumbuh menjadi gadis yang cantik jelita"
Sawerigading,Sulawesi Selatan,Sawerigading,"Pada suatu hari, Sawerigading berlayar ke Negeri Taranati (Ternate) bersama sejumlah pengawal istana"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Namun, di balik itu semua, sebenarnya Sawerigading dikirimkan pergi jauh dari Luwu karena saat itu We Tenriabeng akan dilantik menjadi seorang bissu (kaum pendeta yang tidak memiliki golongan gender dalam masyarakat Bugis) dalam sebuah upacara"
Sawerigading,Sulawesi Selatan,Batara Lattu’,Batara Lattu’ masih tak menginginkan kedua buah hatinya bertemu hingga akhirnya melanggar adat yang berlaku
Sawerigading,Sulawesi Selatan,Sawerigading,"Siapa sangka ketika dalam perjalanan menuju ke Negeri Taranati, Sawerigading mendapatkan kabar dari salah satu pengawalnya kalau sebenarnya ia memiliki seorang saudara kembar yang cantik jelita"
Sawerigading,Sulawesi Selatan,Sawerigading,“Apa maksudmu aku memiliki seorang saudara kembar perempuan?” tanya Sawerigading terkejut
Sawerigading,Sulawesi Selatan,Tenriabeng,“Anda memiliki seorang saudari bernama Tenriabeng
Sawerigading,Sulawesi Selatan,Raja,Selama ini ia disembunyikan dan dirawat di atas loteng istana oleh Raja dan Ratu
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Seperti yang ditakutkan oleh Batara Lattu’, Sariwegading langsung jatuh cinta pada We Tenriabeng dan memutuskan untuk menikahinya"
Sawerigading,Sulawesi Selatan,Raja Luwu Batara Lattu’,"Ketika mendengar kalau rahasia keluarga istana terbongkar dan kedua anak kembarnya sudah bertemu, tanpa menunggu waktu lama Raja Luwu Batara Lattu’ memanggil putranya untuk menghadap"
Sawerigading,Sulawesi Selatan,Sang,Sang putra pun tak gentar atau takut karena ia sendiri sebenarnya ingin menanyakan apa alasan sang ayah menyembunyikan saudari perempuannya
Sawerigading,Sulawesi Selatan,Raja Luwu Batara Lattu’,"“Wahai putraku!” ucap Raja Luwu Batara Lattu’, “ingin memiliki seorang pasangan hidup yang bisa menentramkan hatimu memang tak ada salahnya"
Sawerigading,Sulawesi Selatan,Sawerigading,"Oleh karena itu, akan lebih baik kalau kamu mengurungkan niatmu!” “Jadi itu alasan ayah selama ini menyembunyikannya dariku? Agar aku tidak jatuh cinta padanya dan berniat menikahinya?” tanya Sawerigading"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Bahkan, ia langsung mengungkapkan niatnya itu pada We Tenriabeng"
Sawerigading,Sulawesi Selatan,We Cudai,"Bagaimana kalau kamu pergi ke Negeri Cina di Tanete, Bone? Setahuku kita memiliki seorang sepupu yang wajahnya mirip denganku, yakni We Cudai"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Ayah pernah bercerita padaku kalau wajahku dan We Cudai bagaikan pinang dibelah dua,” ucap We Tenriabeng"
Sawerigading,Sulawesi Selatan,Raja Luwu Batara Lattu’,"“We Tenriabeng benar,” ucap Raja Luwu Batara Lattu’ berusaha meyakinkan putranya"
Sawerigading,Sulawesi Selatan,We Tenriabeng,“Wajah dan perawakan We Tenriabeng memang mirip dengan We Cudai
Sawerigading,Sulawesi Selatan,We Tenriabeng,"“Begini saja,” mendadak We Tenriabeng memberikan sehelai rambut, sebuah gelang, dan cincin kepada abangnya, “apabila rambut ini tidak sama panjangnya dengan miliki We Cudai, kemudian gelang dan cincin ini tidak cocok di pergelangan dan jarinya, maka aku akan bersedia menikahi abang"
Sawerigading,Sulawesi Selatan,Sawerigading,"” Karena tertarik dengan tawaran itu, Sawerigading pun bersedia berangkat ke Negeri Cina yang terletak di daerah Tanete, Kabupaten Bone, Sulawesi Selatan"
Sawerigading,Sulawesi Selatan,Sawerigading,"Untuk bisa berlayar ke Negeri Cina dengan selamat, Sawerigading harus menggunakan kapal besar yang terbuat dari kayu welerennge atau kayu belanda"
Sawerigading,Sulawesi Selatan,Sawerigading,“Dari mana aku bisa mendapatkan kayu welerennge itu?” tanya Sawerigading penasaran
Sawerigading,Sulawesi Selatan,Raja Luwu Batara Lattu’,"Di sana ada pohon welerennge raksasa yang bisa kamu tebang untuk membuat kapal besar,” pesan Raja Luwu Batara Lattu’"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Mendengar kabar tentang kekhawatiran dan kegalauan abangnya, ketika malam hari tiba, We Tenriabeng diam-diam pergi ke hulu Sungai Saqdan"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Bahkan, dengan ilmu yang ia miliki, We Tenriabeng mengubah pohon raksasa itu menjadi sebuah perahu layar yang siap berlayar mengarungi samudera"
Sawerigading,Sulawesi Selatan,Sawerigading,"Keesokan harinya, Sawerigading kembali ke hulu Sungai Saqdan untuk kembali menebang pohon welerennge"
Sawerigading,Sulawesi Selatan,Cina,Yang perlu aku lakukan sekarang adalah pulang dan menyiapkan perbekalan untuk menuju ke Negeri Cina!” Ia pun kemudian kembali ke Kerajaan Luwu
Sawerigading,Sulawesi Selatan,Cina,"Setelah menyiapkan segala perbekalan yang diperlukan dan memerintahkan beberapa pengawal untuk menemaninya, sang pangeran berangkat ke Negeri Cina menggunakan perahu layar"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Setelah tiba di Negeri Cina, Sawerigading mendapatkan kabar kalau We Cudai, sepupu yang wajahnya mirip dengan We Tenriabeng, telah bertunangan dengan seorang pria bernama Settiyabonga"
Sawerigading,Sulawesi Selatan,Sawerigading,"Meskipun begitu, Sawerigading tetap tidak patah semangat"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"Apalagi, ia telah melihat kecantikan We Cudai yang rupanya memang bagaikan pinang dibelah dua dengan We Tenriabeng"
Sawerigading,Sulawesi Selatan,Sang,Sang pangeran pun memutuskan untuk menyamar menjadi pedagang Oro yang berkulit hitam
Sawerigading,Sulawesi Selatan,Sawerigading,"Namun, ucapannya tidak menyurutkan niatan Sawerigading untuk menumbalkannya"
Sawerigading,Sulawesi Selatan,Sang,Sang pangeran justru membujuknya dengan tutur kata halus
Sawerigading,Sulawesi Selatan,Sawerigading,"Setelah menyamar sebagai seorang pedagang oro, Sawerigading menuju ke Kerajaan Cina"
Sawerigading,Sulawesi Selatan,We Cudai,"Saat itu untuk pertama kalinya, ia melihat We Cudai lebih dekat dan semakin jatuh hati kepadanya"
Sawerigading,Sulawesi Selatan,We Tenriabeng,We Cudai benar-benar terlihat mirip dengan We Tenriabeng
Sawerigading,Sulawesi Selatan,We Cudai,"Setelah yakin dengan kecantikan We Cudai, ia segera mengirim utusan untuk mengirimkan lamaran"
Sawerigading,Sulawesi Selatan,Cina,"Awalnya, lamaran tersebut diterima oleh pihak Kerajaan Cina"
Sawerigading,Sulawesi Selatan,We Cudai,"Namun, satu hari sebelum pesta pernikahan berlangsung, We Cudai mengirimkan seorang pengawal istana untuk mengusut siapakah calon suaminya yang sebenarnya"
Sawerigading,Sulawesi Selatan,Sawerigading,Sang utusan istana mendekati perahu layar milik Sawerigading yang tengah bersandar di pelabuhan
Sawerigading,Sulawesi Selatan,Sang,Sang utusan dari istana pun terkejut dan ketakutan
Sawerigading,Sulawesi Selatan,Sawerigading,"Bahkan, ia sampai mengira kalau orang-orang yang ada di perahu tersebut adalah orang-orang yang tidak tahu aturan dan mengira kalau Sawerigading memilkiki penampilan serupa"
Sawerigading,Sulawesi Selatan,We Cudai,"Ketika kembali ke istana, sang utusan menyampaikan temuannya kepada We Cudai"
Sawerigading,Sulawesi Selatan,Sang,Sang tuan putri pun terkejut dan berniat membatalkan pernikahannya
Sawerigading,Sulawesi Selatan,Sawerigading,Sawerigading pada akhirnya mendengar kabar buruk tentang niatan sang putri untuk membatalkan pernikahan
Sawerigading,Sulawesi Selatan,Cina,"Tanpa menunggu lama, ia datang ke Kerajaan Cina untuk menemui sang raja"
Sawerigading,Sulawesi Selatan,Raja Luwu Batara Lattu’,"“Mohon maaf, Baginda Raja! Perkenalkanlah Anada adalah Sawerigading putra dari Raja Luwu Batara Lattu’ di Sulawesi Selatan"
Sawerigading,Sulawesi Selatan,Ananda,"Ananda datang menghadap untuk dengan amanat dari Ayahanda, harapannya Baginda sudi menerima Ananda sebagai menantu"
Sawerigading,Sulawesi Selatan,We Tenriabeng,"“Apa buktinya kalau kamu adalah putra dari saudaraku?” Sang pangeran kemudian mengeluarkan sehelai rambut, gelang, dan cincin pemberian dari We Tenriabeng"
Sawerigading,Sulawesi Selatan,Cina,Ketiga benda tersebut ia serahkan kepada sang raja seraya menceritakan segala kejadian yang ia alami hingga akhirnya sampai ke Negeri Cina
Sawerigading,Sulawesi Selatan,Raja Cina,"Setelah mendengarkan cerita, harapan, dan permohonan dari keponakannya itu, Raja Cina terdiam sejenak"
Sawerigading,Sulawesi Selatan,We Cudai,"” Agar lebih yakin, sang raja segera meminta salah satu pengawalnya untuk memanggil We Cudai"
Sawerigading,Sulawesi Selatan,anda,"Tak lama kemudian, sang putri pun datang dan duduk di samping sang ayahanda"
Sawerigading,Sulawesi Selatan,We Cudai,"Ketika pandangannya terarah ke pemuda tampan yang ada di hadapan sang ayah, We Cudai merasa gugup"
Sawerigading,Sulawesi Selatan,We Cudai,“Ada apa gerangan ayahanda memanggilku?” tanya We Cudai tertunduk malu-malu
Sawerigading,Sulawesi Selatan,Sawerigading,Ketahuilah kalau sesungguhnya pemuda yang melamarmu beberapa hari yang lalu rupanya adalah sepupumu sendiri yang bernama Sawerigading
Sawerigading,Sulawesi Selatan,Ayah,Ayahnya merupakan saudara ayahanda sendiri
Sawerigading,Sulawesi Selatan,Raja Cina,"Namun, untuk lebih memastikan kebenarannya, cobalah cocokkan panjang rambut ini dengan panjang rambutmu, kemudian kenakanlah gelang dan cincin ini,” perintah Raja Cina seraya menyerahkan sehelai rambut panjang, sebuah gelang, dan juga cincin kepada putrinya"
Sawerigading,Sulawesi Selatan,We Cudai,We Cudai menerimanya kemudian mengenakan gelang dan cincinnya
Sawerigading,Sulawesi Selatan,Sawerigading,"Ketika melihat kalau kedua benda tersebut pas sekali dikenakan oleh We Cudai, sang Raja Cina pun yakin kalau Sawerigading benar-benar keponakannya"
Sawerigading,Sulawesi Selatan,We Tenriabeng,Apalagi ketika helaian rambut milik We Tenriabeng rupanya panjangnya sama seperti panjang rambut We Cudai
Sawerigading,Sulawesi Selatan,Sawerigading,"“Jadi bagaimana, putriku? Bersediakah kamu menerima lamaran Sawerigading untuk mempererat tali persaudaraan dengan saudara kita yang ada di Sulawesi Selatan?” tanya sang raja kepada putrinya"
Sawerigading,Sulawesi Selatan,We Cudai,"“Ananda bersedia, Ayahanda!” jawab We Cudai masih malu-malu"
Sawerigading,Sulawesi Selatan,Sawerigading,"“Apabila Ayahanda memang memberikan restu, Ananda bersedia menikah dengan Sawerigading"
Sawerigading,Sulawesi Selatan,Sawerigading,"Namun, Ananda mau meminta maaf dahulu karena sebelumnya sempat mengira kalau Sawerigading bukan berasal dari keluarga baik-baik"
Sawerigading,Sulawesi Selatan,Raja Cina,” Raja Cina merasa senang mendengar jawaban dari putrinya itu
Sawerigading,Sulawesi Selatan,Raja Cina,"Tanpa menunggu lama, ia berpamitan kepada Raja Cina untuk menyiapkan pesta pernikahan yang meriah"
Sawerigading,Sulawesi Selatan,Cina,Seluruh rakyat Negeri Cina turut serta berbahagia menyaksikan pesta pernikahan tersebut
Sawerigading,Sulawesi Selatan,La Galigo,"Satu tahun kemudian, sepasang pengantin itu dikarunai kebahagiaan baru berupa seorang anak laki-laki yang diberi nama La Galigo"
Sawerigading,Sulawesi Selatan,Sawerigading,"Awalnya, Sawerigading menolak karena sudah berjanji tidak akan kembali ke kampung halamannya"
Sawerigading,Sulawesi Selatan,La Galigo,"Namun, mereka tidak membawa serta La Galigo karena buah hati mereka masih bayi"
Sawerigading,Sulawesi Selatan,We Cudai,"Setelah bertemu dengan keluarga mertuanya, We Cudai bersama suaminya memutuskan untuk tinggal di Luwu selama beberapa tahun"
Sawerigading,Sulawesi Selatan,Sawerigading,"Tak berapa lama kemudian, Sawerigading mendengar kabar kalau di Tanah Jawa tengah berkembang ajaran agama Islam"
Sawerigading,Sulawesi Selatan,Cina,"Karena kesal, ia pun mengajak istrinya untuk kembali ke Negeri Cina"
Sawerigading,Sulawesi Selatan,Cina,"Sayangnya, dalam perjalanan pulang ke Negeri Cina, kapal yang mereka naiki itu karam dihantam badai"
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,"Sayangnya, suasana desa yang aman dan sejahtera itu terusik dengan kedatangan seorang nenek tua bernama Nenek Pakande"
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,"Meskipun penampilannya seperti wanita-wanita tua kebanyakan, Nenek Pakande sebenarnya bukanlah manusia biasa"
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,"Menurut legenda, Nenek Pakande adalah pemakan daging manusia"
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,Nenek Pakande berkeliling ke desa di daerah Soppeng itu pada malam hari guna mencari mangsa baru
Nenek Pakande,Sulawesi Selatan,Ibu,Ibu dari kedua bocah itu telah berkali-kali meminta anaknya untuk segera masuk ke dalam rumah dan mandi
Nenek Pakande,Sulawesi Selatan,Ibu,"Ibu masih sibuk mempersiapkan makan malam untuk kalian dan ayah,” ujar ibu mereka"
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,"Melihat situasi yang sudah sepi, Nenek Pakande dengan cepat menculik kedua anak itu dan membawanya ke tempat persembunyiannya"
Nenek Pakande,Sulawesi Selatan,Sang,"Sang ibu yang keluar dari rumah untuk mengecek anak-anaknya, wajahnya berubah pucat pasi karena ia kedua anaknya sudah tak ada"
Nenek Pakande,Sulawesi Selatan,Sang,"Sang ibu mencari anak-anaknya di sekitar rumah, bahkan hingga di pelosok-pelosok desa"
Nenek Pakande,Sulawesi Selatan,Sang,Sang ibu menjelaskan kalau kedua anaknya tiba-tiba menghilang padahal sebelumnya masih asyik bermain di pekarangan rumah
Nenek Pakande,Sulawesi Selatan,Ro,Rombongan warga ini kemudian mendatangi rumah sang kepala desa
Nenek Pakande,Sulawesi Selatan,Nenek Pakande,“Kehilangan anak? Kok bisa?” tanya sang kepala desa dengan penuh kebingungan dalam cerita rakyat Nenek Pakande dari Sulawesi Selatan
Nenek Pakande,Sulawesi Selatan,Sang,Sang ibu yang kehilangan kedua anaknya kemudian menjelaskan kejadian tragis yang menimpa dirinya
Nenek Pakande,Sulawesi Selatan,Sang,Sang kepala desa kemudian menyuruh para warganya pulang ke rumah untuk tidur dan mengumpulkan tenaga untuk pencarian di esok hari
Nenek Pakande,Sulawesi Selatan,Sang,Sang ibu menjelaskan bahwa bayinya hilang saat ia tidur padahal mereka tidur di ruangan yang sama
